Word,Count
#ConstraintSet_layout_constraintHorizontal_chainStyle,6
#ConstraintLayout_Layout_android_maxWidth,6
#ActionMode_backgroundSplit,6
#ActionBar_backgroundSplit,6
#ConstraintSet_layout_constraintBaseline_toBaselineOf,6
#TabLayout_tabTextColor,6
#SwitchCompat_android_thumb,6
<tr><td>exitUntilCollapsed</td><td>2</td><td></td></tr>,6
<tr><td>beginning</td><td>1</td><td></td></tr>,6
#MenuGroup_android_checkableBehavior,6
#AppCompatTheme_actionModeStyle,6
#AppCompatTheme_homeAsUpIndicator,6
#AppCompatTextView_autoSizeTextType,6
#CardView_contentPaddingLeft,6
#MenuView_subMenuArrow,6
#CollapsingToolbarLayout_title,6
#DrawerArrowToggle_color,6
#ConstraintLayout_Layout_layout_constraintStart_toEndOf,6
#CardView_contentPaddingBottom,6
#NavigationView_android_maxWidth,6
#ConstraintLayout_Layout_layout_constraintHorizontal_chainStyle,6
#BottomNavigationBar_bnbAutoHideEnabled,6
#AppCompatTheme_textColorSearchUrl,6
#ActionMode_titleTextStyle,6
#AppCompatTheme_actionModeFindDrawable,6
#ConstraintSet_layout_constraintHeight_default,6
#Toolbar_logo,6
<tr><td>background_style_static</td><td>1</td><td></td></tr>,6
#AppCompatTextHelper_android_drawableStart,6
#ConstraintLayout_Layout_layout_constraintRight_toLeftOf,6
#ConstraintSet_layout_constraintEnd_toStartOf,6
#ConstraintSet_layout_constraintBottom_creator,6
#ConstraintSet_android_layout_marginRight,6
android:focusable}</code></td><td></td></tr>,6
#AppCompatTheme_windowMinWidthMinor,6
#TabLayout_tabIndicatorHeight,6
#ConstraintSet_layout_goneMarginRight,6
<tr><td>enterAlways</td><td>4</td><td></td></tr>,6
#NavigationView_menu,6
#AlertDialog_showTitle,6
#Toolbar_contentInsetEndWithActions,6
#FloatingActionButton_useCompatPadding,6
#AppCompatTheme_colorPrimaryDark,6
#CollapsingToolbarLayout_expandedTitleTextAppearance,6
#ConstraintLayout_Layout_layout_constraintRight_creator,6
#AppCompatTextHelper_android_drawableEnd,6
android.R.attr#gravity},6
android:textAppearance}</code></td><td></td></tr>,6
#AppCompatTheme_alertDialogTheme,6
#TextInputLayout_hintTextAppearance,6
#MenuItem_android_checked,6
#BottomNavigationBar_bnbAnimationDuration,6
#NavigationView_itemBackground,6
#MenuGroup_android_orderInCategory,6
#CollapsingToolbarLayout_scrimVisibleHeightTrigger,6
#AppCompatTheme_colorPrimary,6
#ConstraintSet_android_id,6
#ConstraintLayout_Layout_layout_constraintBaseline_creator,6
#CardView_cardBackgroundColor,6
#ConstraintLayout_Layout_layout_constraintLeft_creator,6
<tr><td>forever</td><td>ffffffff</td><td></td></tr>,6
#AppCompatTextHelper_android_drawableTop,6
#AppCompatTheme_controlBackground,6
#AppCompatTheme_actionBarTabStyle,6
fyp.generalbusinessgame.R.attr#popupTheme},6
#ConstraintLayout_Layout_layout_constraintWidth_default,6
android.R.attr#thumb},6
#CollapsingToolbarLayout_expandedTitleGravity,6
#ConstraintSet_layout_editor_absoluteY,6
preferences,6
#MenuView_preserveIconSpacing,6
#Spinner_android_prompt,6
#FontFamilyFont_fontStyle,6
#TextAppearance_textAllCaps,6
#TabLayout_tabSelectedTextColor,6
#RecyclerView_fastScrollEnabled,6
<tr><td>always</td><td>2</td><td></td></tr>,6
#AppCompatTheme_seekBarStyle,6
#ConstraintLayout_Layout_layout_goneMarginBottom,6
#ConstraintSet_layout_constraintRight_creator,6
#FloatingActionButton_pressedTranslationZ,6
#MenuItem_android_titleCondensed,6
#SnackbarLayout_maxActionInlineWidth,6
#ConstraintSet_layout_goneMarginLeft,6
#ConstraintLayout_Layout_layout_constraintGuide_end,6
#ViewBackgroundHelper_backgroundTintMode,6
#TabLayout_tabMode,6
#ConstraintLayout_Layout_layout_constraintVertical_bias,6
#SearchView_searchHintIcon,6
#DrawerArrowToggle_gapBetweenBars,6
#AppCompatTheme_actionModeCloseDrawable,6
#TextInputLayout_android_textColorHint,6
#AppCompatTheme_dialogPreferredPadding,6
#ConstraintLayout_Layout_android_minWidth,6
#AlertDialog_listItemLayout,6
<tr><td>container</td><td>10000</td><td></td></tr>,6
<tr><td>mode_shifting_no_title</td><td>4</td><td></td></tr>,6
#TabLayout_tabGravity,6
android.R.attr#icon},6
#ConstraintSet_android_layout_marginEnd,6
has,6
#ConstraintLayout_Layout_layout_constraintHeight_min,6
<tr><td>fill</td><td>0</td><td></td></tr>,6
#AppCompatTheme_listChoiceBackgroundIndicator,6
#ActionBar_title,6
#ActionBar_backgroundStacked,6
android:focusable,6
#TextAppearance_android_textSize,6
#NavigationView_android_fitsSystemWindows,6
#TabItem_android_icon,6
#ActionBar_contentInsetEndWithActions,6
<tr><td>background_style_ripple</td><td>2</td><td></td></tr>,6
android.R.attr#alpha},6
#Toolbar_subtitleTextColor,6
#AppCompatTheme_actionOverflowMenuStyle,6
#Toolbar_popupTheme,6
#BottomNavigationBar_bnbElevation,6
#AppCompatTextView_autoSizePresetSizes,6
#SwitchCompat_trackTintMode,6
#AppCompatTheme_buttonBarNeutralButtonStyle,6
<tr><td>center</td><td>1</td><td></td></tr>,6
#ActionBar_popupTheme,6
#ConstraintSet_android_rotationX,6
#Toolbar_titleTextAppearance,6
#Spinner_android_dropDownWidth,6
<tr><td>ifRoom</td><td>1</td><td></td></tr>,6
#TabLayout_tabPaddingTop,6
android:layout_height}</code></td><td></td></tr>,6
#AppCompatTheme_actionOverflowButtonStyle,6
#Toolbar_subtitle,6
#ActionBar_contentInsetStartWithNavigation,6
#AppCompatSeekBar_tickMark,6
<tr><td>system</td><td>20000</td><td></td></tr>,6
#RecyclerView_android_descendantFocusability,6
#AppCompatTheme_windowMinWidthMajor,6
#TextInputLayout_passwordToggleEnabled,6
android.R.attr#windowAnimationStyle},6
#CollapsingToolbarLayout_expandedTitleMarginTop,6
#NavigationView_itemTextColor,6
#ConstraintLayout_Layout_layout_constraintTop_toBottomOf,6
#ScrimInsetsFrameLayout_insetForeground,6
#AppCompatTheme_colorControlNormal,6
#AppCompatTheme_actionModeWebSearchDrawable,6
#ConstraintSet_layout_constraintVertical_weight,6
#ActionMode_height,6
#ConstraintSet_android_scaleY,6
#AppCompatTheme_actionMenuTextAppearance,6
#AppCompatTheme_textAppearanceLargePopupMenu,6
#Toolbar_titleMargin,6
<tr><td>middle</td><td>2</td><td></td></tr>,6
#AlertDialog_multiChoiceItemLayout,6
#ActionBar_homeAsUpIndicator,6
fyp.generalbusinessgame:title}</code></td><td></td></tr>,6
#AppCompatTheme_actionBarTabBarStyle,6
#AppCompatTheme_actionBarSize,6
#AppCompatTheme_actionDropDownStyle,6
#ConstraintLayout_Layout_layout_constraintHeight_max,6
#ConstraintSet_layout_constraintHorizontal_weight,6
#ConstraintSet_android_alpha,6
#CollapsingToolbarLayout_Layout_layout_collapseMode,6
#TextInputLayout_counterMaxLength,6
#ConstraintSet_layout_constraintGuide_end,6
android:textColorHint}</code></td><td></td></tr>,6
#AppCompatTheme_actionBarDivider,6
#LinearLayoutCompat_Layout_android_layout_gravity,6
#FontFamily_fontProviderPackage,6
#LinearLayoutCompat_android_orientation,6
#MenuView_android_windowAnimationStyle,6
#MenuView_android_headerBackground,6
#MenuItem_android_orderInCategory,6
#ActionBar_displayOptions,6
#TabLayout_tabTextAppearance,6
Inflate,6
#ConstraintSet_layout_constraintBottom_toBottomOf,6
#View_android_theme,6
#TabItem_android_layout,6
#CoordinatorLayout_keylines,6
#ConstraintSet_layout_constraintWidth_min,6
#CardView_contentPaddingRight,6
#RecyclerView_fastScrollHorizontalThumbDrawable,6
#ConstraintSet_android_layout_height,6
android:alpha}</code></td><td></td></tr>,6
#AppCompatTheme_android_windowAnimationStyle,6
#ConstraintSet_layout_constraintWidth_max,6
#Toolbar_subtitleTextAppearance,6
#Spinner_android_entries,6
#AppCompatTheme_colorBackgroundFloating,6
#ActionBar_contentInsetStart,6
#Toolbar_navigationIcon,6
#AppCompatTheme_buttonBarPositiveButtonStyle,6
#BottomSheetBehavior_Layout_behavior_peekHeight,6
<tr><td>parallax</td><td>2</td><td></td></tr>,6
android:windowAnimationStyle,6
#AppCompatTheme_actionModeBackground,6
#RecycleListView_paddingTopNoTitle,6
#ActionBar_icon,6
#SearchView_queryHint,6
#AppCompatTheme_windowFixedHeightMinor,6
<tr><td>enterAlwaysCollapsed</td><td>8</td><td></td></tr>,6
milliseconds,6
RecyclerView,6
#RecyclerView_fastScrollVerticalTrackDrawable,6
#MenuItem_android_menuCategory,6
#CollapsingToolbarLayout_expandedTitleMargin,6
#ColorStateListItem_android_color,6
#DrawerArrowToggle_thickness,6
#ActionMode_background,6
#BottomSheetBehavior_Layout_behavior_hideable,6
#AppCompatTheme_textAppearancePopupMenuHeader,6
#NavigationView_itemTextAppearance,6
#AppCompatImageView_android_src,6
#MenuGroup_android_enabled,6
#ConstraintLayout_Layout_layout_constraintEnd_toEndOf,6
See,6
#CollapsingToolbarLayout_expandedTitleMarginEnd,6
android:layout_height,6
#MenuItem_android_onClick,6
<tr><td>all</td><td>77</td><td></td></tr>,6
#SwitchCompat_thumbTintMode,6
#SearchView_goIcon,6
#ConstraintSet_layout_constraintStart_toStartOf,6
#AppCompatTheme_toolbarStyle,6
#AppBarLayout_expanded,6
#ConstraintLayout_Layout_layout_constraintGuide_percent,6
#AppCompatTheme_panelBackground,6
#MenuItem_contentDescription,6
#DesignTheme_bottomSheetStyle,6
#AppCompatSeekBar_tickMarkTint,6
#AlertDialog_android_layout,6
#ConstraintSet_android_translationY,6
#AppCompatTextHelper_android_drawableBottom,6
#ConstraintLayout_Layout_layout_goneMarginEnd,6
#AppCompatTheme_actionBarWidgetTheme,6
#AppCompatTheme_colorAccent,6
#SwitchCompat_thumbTextPadding,6
android.R.attr#visible},6
#MenuView_android_itemIconDisabledAlpha,6
android:textColorHint,6
#ConstraintSet_layout_constraintDimensionRatio,6
other,5
preference's,5
parameter,5
must,5
update,5
hide(),5
use,5
License,5
contain,5
shows,5
fragments,5
view,5
available,5
its,5
when,5
<p>,5
here,5
updated,5
instance,5
list,5
listener,5
Instantiate,5
task,5
constructor,5
empty,4
fyp.generalbusinessgame.R.attr#layout_goneMarginTop},4
hiding,4
fyp.generalbusinessgame.R.attr#layout_constraintVertical_bias},4
items,4
href=,4
fyp.generalbusinessgame:layout_goneMarginLeft,4
fyp.generalbusinessgame.R.attr#itemIconTint},4
fyp.generalbusinessgame:layout_constraintHorizontal_chainStyle,4
communicated,4
fyp.generalbusinessgame:layout_constraintStart_toEndOf,4
fyp.generalbusinessgame:itemBackground,4
fyp.generalbusinessgame:background,4
fyp.generalbusinessgame:fontFamily,4
fyp.generalbusinessgame:layout_constraintDimensionRatio,4
fyp.generalbusinessgame:backgroundTint}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#backgroundTintMode},4
Update,4
fyp.generalbusinessgame:layout_constraintVertical_weight}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintHorizontal_weight}</code></td><td></td></tr>,4
fyp.generalbusinessgame:itemIconTint}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintLeft_creator}</code></td><td></td></tr>,4
long,4
fyp.generalbusinessgame:contentInsetEnd}</code></td><td></td></tr>,4
fyp.generalbusinessgame:backgroundSplit}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#layout_constraintVertical_chainStyle},4
fyp.generalbusinessgame:layout_constraintVertical_weight,4
fyp.generalbusinessgame.R.attr#layout_constraintHeight_min},4
fyp.generalbusinessgame:contentInsetLeft}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#layout_constraintStart_toStartOf},4
fyp.generalbusinessgame:contentInsetStartWithNavigation}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#layout_constraintLeft_toLeftOf},4
fyp.generalbusinessgame:layout_constraintLeft_creator,4
Training,4
fyp.generalbusinessgame:layout_goneMarginRight}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#layout_constraintLeft_creator},4
fyp.generalbusinessgame:layout_constraintHeight_default,4
Schedule,4
fyp.generalbusinessgame:layout_constraintGuide_percent,4
fyp.generalbusinessgame:layout_goneMarginStart}</code></td><td></td></tr>,4
runnable,4
fyp.generalbusinessgame:menu,4
fyp.generalbusinessgame.R.attr#layout_constraintBottom_toBottomOf},4
fyp.generalbusinessgame.R.attr#layout_constraintHeight_max},4
fyp.generalbusinessgame.R.attr#layout_constraintRight_creator},4
fyp.generalbusinessgame.R.attr#layout_constraintTop_creator},4
fyp.generalbusinessgame:layout_constraintBottom_creator}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#layout_constraintBaseline_creator},4
fyp.generalbusinessgame:layout_constraintHeight_default}</code></td><td></td></tr>,4
Parameter,4
fyp.generalbusinessgame:layout_editor_absoluteY,4
fyp.generalbusinessgame:layout_constraintRight_creator,4
fyp.generalbusinessgame:layout_constraintHorizontal_bias,4
implemented,4
fyp.generalbusinessgame:layout_constraintTop_toBottomOf}</code></td><td></td></tr>,4
fyp.generalbusinessgame:height}</code></td><td></td></tr>,4
so,4
fyp.generalbusinessgame:textAllCaps,4
fyp.generalbusinessgame:layout_goneMarginTop,4
fyp.generalbusinessgame:layout_goneMarginRight,4
Use,4
fyp.generalbusinessgame:layout_goneMarginEnd}</code></td><td></td></tr>,4
Fragments</a>,4
fyp.generalbusinessgame:layout_constraintRight_creator}</code></td><td></td></tr>,4
fyp.generalbusinessgame:subtitle}</code></td><td></td></tr>,4
@param,4
fyp.generalbusinessgame:homeAsUpIndicator,4
fyp.generalbusinessgame:layout_constraintBaseline_toBaselineOf,4
interacting,4
fyp.generalbusinessgame.R.attr#textAllCaps},4
fyp.generalbusinessgame:layout_constraintLeft_toLeftOf}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#contentInsetEnd},4
fyp.generalbusinessgame.R.attr#layout_constraintBottom_toTopOf},4
fyp.generalbusinessgame.R.attr#layout_constraintBaseline_toBaselineOf},4
fyp.generalbusinessgame:layout_constraintRight_toRightOf,4
potentially,4
#ButtonBarContainerTheme_metaButtonBarButtonStyle,4
fyp.generalbusinessgame.R.attr#layout_goneMarginRight},4
fyp.generalbusinessgame:layout_constraintVertical_chainStyle}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintHeight_min}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintBaseline_toBaselineOf}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#layout_goneMarginStart},4
fyp.generalbusinessgame.R.attr#itemTextColor},4
fyp.generalbusinessgame:layout_editor_absoluteX}</code></td><td></td></tr>,4
fyp.generalbusinessgame:contentInsetRight,4
fyp.generalbusinessgame:backgroundSplit,4
fyp.generalbusinessgame:layout_constraintLeft_toLeftOf,4
fyp.generalbusinessgame:contentInsetRight}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintEnd_toStartOf}</code></td><td></td></tr>,4
Button,4
guidelines,4
fyp.generalbusinessgame.R.attr#layout_goneMarginLeft},4
fyp.generalbusinessgame.R.attr#layout_constraintWidth_default},4
fyp.generalbusinessgame.R.attr#titleTextStyle},4
fyp.generalbusinessgame.R.attr#layout_constraintHorizontal_chainStyle},4
fyp.generalbusinessgame:divider,4
fyp.generalbusinessgame.R.attr#subtitleTextStyle},4
file,4
fyp.generalbusinessgame.R.attr#layout_constraintVertical_weight},4
fyp.generalbusinessgame:layout_goneMarginTop}</code></td><td></td></tr>,4
result,4
fyp.generalbusinessgame:layout_goneMarginLeft}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintGuide_begin}</code></td><td></td></tr>,4
Other,4
fyp.generalbusinessgame:layout_constraintBottom_toBottomOf,4
fyp.generalbusinessgame:layout_constraintHorizontal_chainStyle}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintRight_toLeftOf}</code></td><td></td></tr>,4
fyp.generalbusinessgame:subtitleTextStyle,4
fyp.generalbusinessgame.R.attr#layout_constraintRight_toRightOf},4
fyp.generalbusinessgame:logo,4
fyp.generalbusinessgame.R.attr#contentInsetRight},4
sample,4
fyp.generalbusinessgame:titleTextStyle,4
fyp.generalbusinessgame.R.attr#layout_constraintWidth_min},4
elements,4
fyp.generalbusinessgame.R.attr#contentInsetStart},4
fyp.generalbusinessgame:layout_constraintVertical_chainStyle,4
initialization,4
fyp.generalbusinessgame.R.attr#backgroundSplit},4
names,4
fyp.generalbusinessgame:fontFamily}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintTop_creator}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintGuide_end,4
fyp.generalbusinessgame:layout_constraintLeft_toRightOf,4
Main,4
fyp.generalbusinessgame:layout_constraintWidth_default}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintDimensionRatio}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#background},4
fyp.generalbusinessgame.R.attr#layout_constraintLeft_toRightOf},4
fyp.generalbusinessgame:layout_constraintGuide_end}</code></td><td></td></tr>,4
Handle,4
fyp.generalbusinessgame:layout_constraintHorizontal_bias}</code></td><td></td></tr>,4
inside,4
fyp.generalbusinessgame.R.attr#layout_editor_absoluteY},4
fyp.generalbusinessgame.R.attr#menu},4
fyp.generalbusinessgame.R.attr#backgroundTint},4
fyp.generalbusinessgame:layout_constraintTop_toTopOf}</code></td><td></td></tr>,4
activities,4
fyp.generalbusinessgame:subtitleTextStyle}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintVertical_bias}</code></td><td></td></tr>,4
fyp.generalbusinessgame:backgroundTintMode}</code></td><td></td></tr>,4
Action,4
fyp.generalbusinessgame:layout_constraintStart_toEndOf}</code></td><td></td></tr>,4
fyp.generalbusinessgame:contentInsetEnd,4
fyp.generalbusinessgame:layout_constraintBaseline_creator}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#layout_constraintHorizontal_weight},4
fyp.generalbusinessgame:layout_constraintBottom_toTopOf,4
fyp.generalbusinessgame:backgroundTint,4
fyp.generalbusinessgame:layout_constraintTop_toTopOf,4
#ButtonBarContainerTheme_metaButtonBarStyle,4
fyp.generalbusinessgame:layout_goneMarginBottom,4
Delayed,4
fyp.generalbusinessgame:itemTextColor,4
fyp.generalbusinessgame:contentInsetEndWithActions}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#layout_constraintDimensionRatio},4
fyp.generalbusinessgame:layout_goneMarginEnd,4
fyp.generalbusinessgame:layout_constraintEnd_toEndOf,4
fyp.generalbusinessgame:layout_constraintVertical_bias,4
fyp.generalbusinessgame.R.attr#divider},4
fyp.generalbusinessgame.R.attr#itemBackground},4
specify,4
When,4
fyp.generalbusinessgame.R.attr#layout_goneMarginBottom},4
fyp.generalbusinessgame:layout_goneMarginStart,4
fyp.generalbusinessgame.R.attr#layout_constraintRight_toLeftOf},4
any,4
fyp.generalbusinessgame:layout_editor_absoluteX,4
fyp.generalbusinessgame:layout_constraintGuide_percent}</code></td><td></td></tr>,4
\"\http://developer.android.com/training/basics/fragments/communicating.html"\\,4
fyp.generalbusinessgame:logo}</code></td><td></td></tr>,4
fyp.generalbusinessgame:titleTextStyle}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintWidth_default,4
fyp.generalbusinessgame:layout_constraintGuide_begin,4
\button,\,4
fyp.generalbusinessgame:layout_constraintEnd_toEndOf}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#height},4
under,4
fyp.generalbusinessgame:layout_constraintWidth_min}</code></td><td></td></tr>,4
fyp.generalbusinessgame:itemBackground}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintRight_toRightOf}</code></td><td></td></tr>,4
fyp.generalbusinessgame:layout_constraintHeight_max}</code></td><td></td></tr>,4
#ButtonBarContainerTheme},4
fyp.generalbusinessgame:layout_constraintWidth_max,4
fyp.generalbusinessgame.R.attr#layout_constraintGuide_end},4
fyp.generalbusinessgame:itemIconTint,4
fyp.generalbusinessgame:layout_constraintTop_toBottomOf,4
fyp.generalbusinessgame:layout_constraintHeight_max,4
fyp.generalbusinessgame:layout_constraintRight_toLeftOf,4
fyp.generalbusinessgame:menu}</code></td><td></td></tr>,4
fyp.generalbusinessgame.R.attr#homeAsUpIndicator},4
fyp.generalbusinessgame:backgroundTintMode,4
fyp.generalbusinessgame:height,4
fyp.generalbusinessgame:layout_constraintTop_creator,4
